place,id,sector,year,emp,ann_pay,prod_avg,prod_ann_h,prod_ann_w,mat_cost,ship_val,val_added,total_exp
Connecticut,3332,Industrial machinery manufacturing,2013,2724,236796,1152,2112,76451,684203,1349157,677989,32352
Connecticut,3333,Commercial and service industry machinery manufacturing,2013,2179,127747,1284,2547,58822,351721,638806,290743,5871
Connecticut,3335,Metalworking machinery manufacturing,2013,3274,187306,2009,4191,106680,535016,998633,463297,18423
Connecticut,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,1472,94971,875,1894,44506,205727,434342,252216,10599
Connecticut,3339,Other general purpose machinery manufacturing,2013,3692,238991,2124,4391,97830,470650,1026175,561579,33144
Connecticut,334,Computer and electronic product manufacturing,2013,15488,1100261,7487,14533,324096,2417914,5611281,3183951,72416
Connecticut,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",2013,9323,738829,3840,7620,181753,1542131,3687896,2161582,53338
Connecticut,335,"Electrical equipment, appliance, and component manufacturing",2013,7326,431640,4462,8560,174172,1199914,2515071,1293623,51597
Connecticut,3353,Electrical equipment manufacturing,2013,1889,112031,1083,1902,41028,206167,514400,311058,17993
Connecticut,3359,Other electrical equipment and component manufacturing,2013,4549,272435,2723,5305,108683,889302,1715751,803200,28541
Connecticut,336,Transportation equipment manufacturing,2013,50539,4122276,25512,51603,1575244,8778193,21159184,13097282,397994
Connecticut,3364,Aerospace product and parts manufacturing,2013,38036,3151180,20853,40889,1319841,8147499,16371732,8921784,345008
Connecticut,339,Miscellaneous manufacturing,2013,7744,425677,5026,9508,209552,793898,2893024,2120894,74233
Connecticut,3391,Medical equipment and supplies manufacturing,2013,5271,300545,3440,6397,144022,593021,2268956,1695365,64062
Connecticut,3399,Other miscellaneous manufacturing,2013,2473,125132,1586,3111,65529,200878,624068,425529,10171
Delaware,31-33,Manufacturing,2013,26400,1433307,18388,36329,796773,16438975,22219986,5923386,407914
Delaware,311,Food manufacturing,2013,7869,253186,6810,13298,198664,2067500,3331119,1263712,56327
Delaware,325,Chemical manufacturing,2013,5004,374220,2733,5477,171092,6260515,8100437,1781661,85128
Delaware,3251,Basic chemical manufacturing,2013,818,63339,552,1319,40773,299071,863194,560137,25128
Delaware,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,577,35350,452,895,23664,166358,293525,127712,3509
Delaware,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,924,67630,587,1155,38924,111266,345713,233921,10526
Delaware,326,Plastics and rubber products manufacturing,2013,1836,84755,1383,2739,52911,198881,611816,417580,14070
Delaware,332,Fabricated metal product manufacturing,2013,1899,100857,1346,2713,61095,144587,391358,248876,5634
Delaware,3323,Architectural and structural metals manufacturing,2013,935,46407,634,1280,27341,73606,198291,126667,2230
Delaware,3328,"Coating, engraving, heat treating, and allied activities",2013,141,7356,119,232,5474,6996,31985,25015,484
Delaware,3329,Other fabricated metal product manufacturing,2013,350,19305,226,451,9377,32186,74990,43221,1933
Delaware,3365,Railroad rolling stock manufacturing,2013,12,406,8,17,213,980,1400,420,0
Delaware,3399,Other miscellaneous manufacturing,2013,446,25034,288,554,15801,33770,159199,126664,1763
District of Columbia,31-33,Manufacturing,2013,1204,56097,747,1430,30711,98783,249139,150796,3551
District of Columbia,311,Food manufacturing,2013,247,6834,139,243,3817,9084,20162,11112,414
Florida,31-33,Manufacturing,2013,271313,14454567,180248,357782,7387224,50646745,101260415,51284806,2940984
Florida,311,Food manufacturing,2013,25375,1134371,18877,38205,726265,7836979,12855815,4957688,359409
Florida,3113,Sugar and confectionery product manufacturing,2013,2482,114012,1843,3900,85606,733369,1246002,476362,62425
Florida,3115,Dairy product manufacturing,2013,2304,105711,1722,3499,70014,976935,1467531,487185,32374
Florida,3116,Animal slaughtering and processing,2013,3594,117467,3203,6501,90007,1064656,1416867,348847,15352
Florida,3118,Bakeries and tortilla manufacturing,2013,6613,256739,4202,8230,133496,695286,1601681,910201,98429
Florida,3119,Other food manufacturing,2013,2944,166689,1996,4196,89036,1385348,2239533,853011,79101
Florida,312,Beverage and tobacco product manufacturing,2013,6875,373507,4586,9121,223316,3725146,7554202,3800419,234250
Florida,313,Textile mills,2013,569,21338,411,757,11814,51214,96522,44902,1799
Florida,3132,Fabric mills,2013,310,11936,220,395,6211,24859,52859,27486,950
Florida,315,Apparel manufacturing,2013,2821,69500,2424,4415,48338,103176,230807,122609,15580
Florida,3152,Cut and sew apparel manufacturing,2013,2326,54252,2038,3651,39469,74112,165576,87151,14124
Florida,316,Leather and allied product manufacturing,2013,580,24199,487,988,9353,34906,75209,41627,670
Florida,321,Wood product manufacturing,2013,8198,321233,6452,12847,211999,1336133,2232454,905928,110729
Florida,3211,Sawmills and wood preservation,2013,1752,71145,1417,3435,49841,450645,657535,217122,24723
Florida,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,2337,102904,1851,3387,66341,261857,511579,248779,8297
Florida,3219,Other wood product manufacturing,2013,4109,147183,3184,6025,95818,623631,1063340,440026,77709
Florida,322,Paper manufacturing,2013,7904,516857,6095,13161,353161,2478578,4964980,2485280,246909
Florida,3221,"Pulp, paper, and paperboard mills",2013,3685,300332,2962,6737,224770,1274725,2939514,1657185,192514
Florida,3222,Converted paper product manufacturing,2013,4219,216525,3133,6424,128391,1203853,2025466,828095,54395
Florida,323,Printing and related support activities,2013,15036,649567,10073,19711,378374,1250190,2846673,1594308,63493
Florida,3231,Printing and related support activities,2013,15036,649567,10073,19711,378374,1250190,2846673,1594308,63493
Florida,324,Petroleum and coal products manufacturing,2013,1575,89812,1108,2112,52836,674900,993839,328889,14492
Florida,3241,Petroleum and coal products manufacturing,2013,1575,89812,1108,2112,52836,674900,993839,328889,14492
Florida,325,Chemical manufacturing,2013,17218,1112313,10559,20540,541709,9034418,17535207,8610962,485933
Florida,3251,Basic chemical manufacturing,2013,1020,79053,679,1443,45434,537058,1034731,483556,28407
Florida,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,1810,113609,1431,2622,82589,1946001,2411223,464824,20930
Florida,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2013,3666,246734,2259,4675,125349,4674819,8895307,4245878,299510
Florida,3254,Pharmaceutical and medicine manufacturing,2013,6252,422660,3613,6676,181340,858067,3139400,2400400,76472
Florida,3255,"Paint, coating, and adhesive manufacturing",2013,926,58610,549,1127,26934,399774,644503,248637,7422
Florida,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,2299,124374,1267,2475,47430,401306,935142,508540,38396
Florida,3259,Other chemical product and preparation manufacturing,2013,1245,67274,760,1522,32634,217392,474902,259127,14795
Florida,326,Plastics and rubber products manufacturing,2013,12188,519324,9271,19262,321053,2094634,3844705,1771860,175495
Florida,3261,Plastics product manufacturing,2013,10539,449511,8066,16737,277255,1910011,3483722,1593740,159886
Florida,3262,Rubber product manufacturing,2013,1649,69812,1205,2526,43798,184623,360982,178121,15609
Florida,327,Nonmetallic mineral product manufacturing,2013,13774,595034,10420,22259,385911,2091449,4196166,2096724,109807
Florida,3271,Clay product and refractory manufacturing,2013,160,7282,115,208,4525,12758,29416,16737,758
Florida,3272,Glass and glass product manufacturing,2013,1386,63130,1036,2064,40201,132451,308901,174532,6155
Florida,3273,Cement and concrete product manufacturing,2013,9522,406441,7351,15993,282535,1456268,2752669,1293694,79956
Florida,3274,Lime and gypsum product manufacturing,2013,340,19494,282,571,14015,124290,256443,133879,3499
Florida,3279,Other nonmetallic mineral product manufacturing,2013,2366,98686,1636,3422,44636,365682,848736,477882,19439
Florida,331,Primary metal manufacturing,2013,3765,212020,2765,5754,120412,1176696,1878349,753038,66270
Florida,3311,Iron and steel mills and ferroalloy manufacturing,2013,485,34361,360,775,22292,294501,407095,111617,5795
Florida,3313,Alumina and aluminum production and processing,2013,1073,49014,902,1810,31804,280531,474561,199653,6811
Florida,3314,Nonferrous metal (except aluminum) production and processing,2013,692,42002,500,1090,23492,199001,318767,140457,10083
Florida,332,Fabricated metal product manufacturing,2013,28661,1320969,20715,41816,796701,2911919,6126578,3260955,133241
Florida,3321,Forging and stamping,2013,1218,64162,851,1954,36000,223427,413476,207054,19630
Florida,3323,Architectural and structural metals manufacturing,2013,12329,551588,8461,16905,299860,1359394,2676126,1336489,45339
Florida,3324,"Boiler, tank, and shipping container manufacturing",2013,1011,56573,796,1769,40070,407901,589462,176834,12148
Florida,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,6818,310040,5027,10182,205994,332465,967692,644789,35307
Florida,3328,"Coating, engraving, heat treating, and allied activities",2013,1426,56436,1085,2123,35864,30388,151761,121070,4191
Florida,3329,Other fabricated metal product manufacturing,2013,4529,216763,3509,6832,144330,479124,1096162,625464,13191
Florida,333,Machinery manufacturing,2013,20237,1220859,12647,25358,562308,3090309,5878793,2897336,164707
Florida,3331,"Agriculture, construction, and mining machinery manufacturing",2013,1400,80926,900,1688,45692,260805,458812,224727,46843
Florida,3332,Industrial machinery manufacturing,2013,1730,97873,874,1897,38288,239947,434559,195196,17431
Florida,3333,Commercial and service industry machinery manufacturing,2013,5013,449087,2454,4941,161823,974349,1849651,919783,27919
Florida,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,3711,149487,2738,5281,79821,511039,856028,336115,18534
Florida,3335,Metalworking machinery manufacturing,2013,1589,74645,1267,2538,53060,79283,246174,171129,10855
Florida,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,1503,93733,1051,1936,44207,279172,528105,279461,16781
Florida,3339,Other general purpose machinery manufacturing,2013,5291,275108,3363,7076,139418,745714,1505465,770925,26344
Florida,334,Computer and electronic product manufacturing,2013,35862,2518547,16551,32867,850849,4155541,10717071,6628686,259097
Florida,3342,Communications equipment manufacturing,2013,10059,776156,4461,9386,322241,780623,2923573,2130274,25484
Florida,3344,Semiconductor and other electronic component manufacturing,2013,7639,401727,4763,9019,201809,913494,1726021,793769,53321
Florida,335,"Electrical equipment, appliance, and component manufacturing",2013,8714,447838,5447,11111,199554,1017360,2340476,1289339,53330
Florida,3351,Electric lighting equipment manufacturing,2013,1512,61969,908,1811,26565,111600,292927,177322,7651
Florida,3352,Household appliance manufacturing,2013,65,3387,42,82,1444,12716,25891,12935,272
Florida,3353,Electrical equipment manufacturing,2013,2906,152533,1782,3669,63914,332260,741109,416591,11833
Florida,3359,Other electrical equipment and component manufacturing,2013,4230,229948,2715,5549,107631,560784,1280549,682490,33574
Florida,336,Transportation equipment manufacturing,2013,24711,1375258,17325,33969,820917,3786571,7286304,3643001,178946
Florida,3362,Motor vehicle body and trailer manufacturing,2013,2880,125782,2090,4129,75427,467621,767953,300990,9493
Florida,3363,Motor vehicle parts manufacturing,2013,2995,139868,2319,4870,91633,551828,957715,404047,17247
Florida,3364,Aerospace product and parts manufacturing,2013,9814,688973,5977,10524,358616,1533371,3230789,1848527,91161
Florida,3365,Railroad rolling stock manufacturing,2013,24,1234,16,31,650,8710,12443,3751,0
Florida,3366,Ship and boat building,2013,7804,368220,6242,13008,266631,1004921,1945056,940135,53959
Florida,337,Furniture and related product manufacturing,2013,8762,325935,6249,12502,197324,623985,1491793,893381,26921
Florida,3371,Household and institutional furniture and kitchen cabinet manufacturing,2013,5096,180522,3698,7117,111868,271105,713705,454131,9302
Florida,3379,Other furniture related product manufacturing,2013,1467,53642,1062,2293,34900,216856,435340,217057,4190
Florida,339,Miscellaneous manufacturing,2013,25079,1494769,15335,26291,510834,2966546,7692061,4884312,232313
Florida,3391,Medical equipment and supplies manufacturing,2013,17248,1146418,10664,17454,358596,2269662,6117139,3989804,198285
Florida,3399,Other miscellaneous manufacturing,2013,7832,348351,4670,8837,152237,696884,1574922,894508,34028
Georgia,31-33,Manufacturing,2013,334017,16059866,253044,517000,9957900,95722259,161452626,66158662,5461215
Georgia,311,Food manufacturing,2013,57090,2072291,47210,98514,1483305,17067703,28788807,11645799,456318
Georgia,3111,Animal food manufacturing,2013,1547,79808,1045,2371,51686,1936476,2497752,564143,33149
Georgia,3112,Grain and oilseed milling,2013,1582,95727,980,2081,57738,3102258,4449279,1324113,34106
Georgia,3116,Animal slaughtering and processing,2013,33149,975966,29679,62780,796537,6488276,10277008,3772839,167547
Georgia,3118,Bakeries and tortilla manufacturing,2013,10774,462736,7738,15196,273039,1627671,3778416,2152871,118415
Georgia,3119,Other food manufacturing,2013,5360,242669,3871,8684,148712,1875232,4817495,2907573,55358
Georgia,312,Beverage and tobacco product manufacturing,2013,3274,189025,2216,4506,115326,2000581,4162118,2148754,117216
Georgia,313,Textile mills,2013,15138,520341,13396,26378,401756,3149157,4921369,1738786,79406
Georgia,3131,"Fiber, yarn, and thread mills",2013,6646,211963,6059,11959,173655,1548951,2261779,708976,34869
Georgia,3132,Fabric mills,2013,5106,180951,4478,8658,141841,961053,1668297,678836,30537
Georgia,3133,Textile and fabric finishing and fabric coating mills,2013,3386,127427,2859,5760,86260,639153,991293,350973,14000
Georgia,314,Textile product mills,2013,24747,981465,20178,40183,668579,5355472,8387148,3073136,224259
Georgia,3141,Textile furnishings mills,2013,19143,765482,15569,30413,522311,4827946,7172354,2387420,188358
Georgia,3149,Other textile product mills,2013,5604,215983,4609,9770,146269,527526,1214794,685715,35901
Georgia,3152,Cut and sew apparel manufacturing,2013,1592,38914,1340,2426,24675,35005,101422,63263,1261
Georgia,321,Wood product manufacturing,2013,13523,522719,11171,23590,384020,2611131,4258581,1688833,134861
Georgia,3211,Sawmills and wood preservation,2013,4385,187843,3713,8770,146025,1115984,1703280,619771,51515
Georgia,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,2945,136331,2482,5321,105536,636621,1166508,533574,36348
Georgia,3219,Other wood product manufacturing,2013,6193,198545,4976,9500,132459,858526,1388793,535488,46998
Georgia,322,Paper manufacturing,2013,17875,1168461,14557,30697,871947,5542100,11909834,6348756,658537
Georgia,3221,"Pulp, paper, and paperboard mills",2013,8200,653583,6671,14337,502302,2589272,6387562,3792903,516508
Georgia,3222,Converted paper product manufacturing,2013,9676,514878,7887,16360,369645,2952828,5522272,2555853,142029
Georgia,323,Printing and related support activities,2013,11682,545434,8296,17294,336601,1173344,2582628,1418411,63606
Georgia,3231,Printing and related support activities,2013,11682,545434,8296,17294,336601,1173344,2582628,1418411,63606
Georgia,324,Petroleum and coal products manufacturing,2013,1096,66044,880,1884,46086,1264264,1575113,319767,29382
Georgia,3241,Petroleum and coal products manufacturing,2013,1096,66044,880,1884,46086,1264264,1575113,319767,29382
Georgia,325,Chemical manufacturing,2013,19550,1212929,12921,27009,647834,8753438,15644425,6879819,417909
Georgia,3251,Basic chemical manufacturing,2013,3602,258396,2310,5086,145231,2168792,3430153,1237048,96020
Georgia,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,3382,162378,2610,5915,105686,1441042,2025522,586955,37025
Georgia,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2013,1191,65677,770,1445,36632,624381,1252832,619398,40602
Georgia,3254,Pharmaceutical and medicine manufacturing,2013,2939,250340,1560,3101,97226,388834,1673926,1292879,47331
Georgia,3255,"Paint, coating, and adhesive manufacturing",2013,1948,121291,1359,2758,65620,1291866,1922930,641903,32025
Georgia,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,3089,173714,1925,3936,93749,1130894,2758984,1624963,52432
Georgia,3259,Other chemical product and preparation manufacturing,2013,3399,181133,2388,4768,103690,1707629,2580078,876673,112475
Georgia,326,Plastics and rubber products manufacturing,2013,22688,969230,17692,36453,630557,5281277,8848525,3595333,209943
Georgia,3261,Plastics product manufacturing,2013,17780,731990,14006,28706,483208,3841982,6602664,2751264,143413
Georgia,3262,Rubber product manufacturing,2013,4908,237240,3686,7747,147349,1439295,2245861,844069,66530
Georgia,327,Nonmetallic mineral product manufacturing,2013,13287,633423,10035,20939,424149,1819298,4190265,2377640,158874
Georgia,3271,Clay product and refractory manufacturing,2013,1221,51591,908,1710,29235,138996,382000,253879,12482
Georgia,3272,Glass and glass product manufacturing,2013,2599,130116,2117,4550,96089,435073,856370,418905,28583
Georgia,3273,Cement and concrete product manufacturing,2013,3724,162855,2845,5794,110718,467399,1041836,576843,54670
Georgia,3274,Lime and gypsum product manufacturing,2013,315,18551,232,497,12334,108887,183775,75403,4305
Georgia,3279,Other nonmetallic mineral product manufacturing,2013,5430,270310,3934,8388,175774,668942,1726283,1052609,58834
Georgia,331,Primary metal manufacturing,2013,4357,217366,3528,7567,154664,4088925,4833086,725744,38799
Georgia,3313,Alumina and aluminum production and processing,2013,1822,86247,1482,3234,61823,802256,1019027,208222,14173
Georgia,332,Fabricated metal product manufacturing,2013,25276,1121309,18928,37245,698449,3244540,6420895,3227687,164958
Georgia,3321,Forging and stamping,2013,1457,67965,1103,2178,42538,266940,439730,171691,20043
Georgia,3322,Cutlery and handtool manufacturing,2013,182,8788,144,298,6712,12130,32700,20972,1317
Georgia,3323,Architectural and structural metals manufacturing,2013,10730,461370,7956,15533,279135,1403540,2768971,1404752,60947
Georgia,3324,"Boiler, tank, and shipping container manufacturing",2013,2179,107554,1618,3144,62280,558013,936791,377486,10550
Georgia,3325,Hardware manufacturing,2013,1052,38548,633,1272,18820,158319,267882,119452,9134
Georgia,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,4442,211773,3442,6770,138212,189201,651735,462871,34743
Georgia,3328,"Coating, engraving, heat treating, and allied activities",2013,1459,60776,1139,2202,39525,125248,271935,144593,5289
Georgia,333,Machinery manufacturing,2013,20355,1056822,13513,27732,570676,5941561,9918524,4072111,348639
Georgia,3331,"Agriculture, construction, and mining machinery manufacturing",2013,4439,230967,2991,6412,127226,2546627,4030996,1504869,216404
Georgia,3332,Industrial machinery manufacturing,2013,2475,127621,1539,3180,64204,257865,513333,252772,9779
Georgia,3333,Commercial and service industry machinery manufacturing,2013,1073,62471,581,1244,25393,123442,289253,166534,3165
Georgia,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,5930,282707,4356,8628,173672,1420876,2402246,1000212,48403
Georgia,3335,Metalworking machinery manufacturing,2013,994,46906,737,1486,30179,63406,142898,77538,8594
Georgia,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,1461,76129,914,1780,45715,695196,881924,260997,34788
Georgia,3339,Other general purpose machinery manufacturing,2013,3983,230022,2395,5001,104287,834149,1657873,809189,27507
Georgia,335,"Electrical equipment, appliance, and component manufacturing",2013,10584,532093,7842,16012,313973,3525988,6602521,3105586,116267
Georgia,3359,Other electrical equipment and component manufacturing,2013,4578,225210,3496,7206,143110,1486217,2439856,952270,42262
Georgia,336,Transportation equipment manufacturing,2013,43543,2771839,30627,62318,1468700,21864988,31331765,9738791,2106280
Georgia,3363,Motor vehicle parts manufacturing,2013,12286,582662,9337,20947,381027,6213883,8158824,1932538,327045
Georgia,337,Furniture and related product manufacturing,2013,9598,364782,7374,14381,240401,939600,1905623,967247,16592
Georgia,3371,Household and institutional furniture and kitchen cabinet manufacturing,2013,4403,151064,3370,6628,100852,385345,795907,411779,6134
Georgia,3372,Office furniture (including fixtures) manufacturing,2013,3889,169730,2938,5700,107708,357220,683822,325406,8215
Georgia,3379,Other furniture related product manufacturing,2013,1306,43989,1066,2053,31841,197035,425894,230063,2242
Georgia,339,Miscellaneous manufacturing,2013,11430,583280,7860,15411,322248,1166013,2976422,1822022,97705
Georgia,3391,Medical equipment and supplies manufacturing,2013,5783,332850,4117,8158,199910,721680,1838599,1126049,69241
Georgia,3399,Other miscellaneous manufacturing,2013,5647,250430,3743,7253,122338,444333,1137823,695972,28465
Hawaii,31-33,Manufacturing,2013,10825,465243,6912,13408,268039,5263886,6417533,1139809,103703
Hawaii,311,Food manufacturing,2013,4631,157256,3020,5595,87645,544141,1067403,538883,29161
Hawaii,3118,Bakeries and tortilla manufacturing,2013,1927,50392,1366,2120,31178,81820,199890,118639,3826
Hawaii,3119,Other food manufacturing,2013,1101,38377,748,1488,21025,149978,273683,123692,8107
Idaho,31-33,Manufacturing,2013,52600,2608120,39280,78381,1617846,12070685,20839976,8814523,904381
Idaho,311,Food manufacturing,2013,15716,601365,13197,26039,438279,5725398,8501186,2756752,321417
Idaho,3112,Grain and oilseed milling,2013,224,12797,195,406,10525,320396,491181,169451,4101
Idaho,3114,Fruit and vegetable preserving and specialty food manufacturing,2013,7775,256465,6829,13212,197910,1312555,2527346,1235118,38948
Idaho,3115,Dairy product manufacturing,2013,3252,144372,2691,5489,110504,2677756,3228943,535327,216767
Idaho,3116,Animal slaughtering and processing,2013,1241,44723,1063,2006,27018,519391,651160,133862,4911
Idaho,321,Wood product manufacturing,2013,5573,224283,4632,9551,170089,1072491,1691180,618505,75388
Idaho,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,489,18375,370,748,12156,77431,127786,51990,2234
Idaho,3219,Other wood product manufacturing,2013,2822,98209,2273,4390,68692,376491,595117,215972,56532
Idaho,322,Paper manufacturing,2013,1807,126610,1481,3457,94447,635782,951103,319550,36467
Idaho,325,Chemical manufacturing,2013,2255,132235,1631,3587,84584,1262030,1692148,531168,105037
Idaho,326,Plastics and rubber products manufacturing,2013,1342,54389,1107,2360,36738,172687,389500,218893,3134
Idaho,3273,Cement and concrete product manufacturing,2013,607,27314,465,1003,19300,76357,162738,86201,4603
Idaho,332,Fabricated metal product manufacturing,2013,4871,214404,3768,7364,144986,452713,1025100,578954,26509
Idaho,3324,"Boiler, tank, and shipping container manufacturing",2013,584,28336,413,924,16225,55954,113741,58865,1161
Idaho,3328,"Coating, engraving, heat treating, and allied activities",2013,86,3151,59,121,2007,2433,10527,8039,547
Idaho,3329,Other fabricated metal product manufacturing,2013,1720,70430,1452,2680,53738,210911,440284,234044,5114
Idaho,333,Machinery manufacturing,2013,2873,142440,1998,3989,81574,361301,887497,520885,32293
Idaho,3331,"Agriculture, construction, and mining machinery manufacturing",2013,1143,50596,820,1675,31463,214872,503619,290464,13053
Idaho,3339,Other general purpose machinery manufacturing,2013,687,33095,426,848,14156,58670,122104,58275,4646
Idaho,334,Computer and electronic product manufacturing,2013,8914,744711,5115,9868,355236,643807,2869638,2181598,273566
Idaho,335,"Electrical equipment, appliance, and component manufacturing",2013,1064,48668,575,1167,18727,115681,328849,213304,3417
Idaho,3359,Other electrical equipment and component manufacturing,2013,595,29584,250,522,7373,68191,235084,168045,1320
Idaho,336,Transportation equipment manufacturing,2013,2212,97112,1569,3125,58887,389552,617058,223453,6487
Idaho,3362,Motor vehicle body and trailer manufacturing,2013,831,29798,695,1337,23773,110199,180381,69870,1637
Illinois,31-33,Manufacturing,2013,545035,29949026,382004,777190,16530674,172800609,284863333,112179164,6800878
Illinois,311,Food manufacturing,2013,71396,3251441,55758,115117,2151761,28706801,44435926,15898105,799853
Illinois,3112,Grain and oilseed milling,2013,5501,326999,3981,8426,215258,8771786,12002817,3351447,150109
Illinois,3113,Sugar and confectionery product manufacturing,2013,8134,433102,6276,13200,276868,2498741,4989182,2484203,91688
Illinois,3114,Fruit and vegetable preserving and specialty food manufacturing,2013,6452,265318,5288,10327,175871,1387088,2483955,1120667,41050
Illinois,3115,Dairy product manufacturing,2013,3131,164694,2306,4681,116806,2087168,2988696,917532,42660
Illinois,3116,Animal slaughtering and processing,2013,18979,736504,16391,35185,550328,7310201,10073838,2755456,129131
Illinois,3118,Bakeries and tortilla manufacturing,2013,16696,694972,12675,25039,465246,2094852,4287919,2186580,124637
Illinois,3119,Other food manufacturing,2013,10862,552215,7791,16033,309462,3746121,6285367,2556612,171504
Illinois,312,Beverage and tobacco product manufacturing,2013,3698,199184,2036,4253,104771,1595481,3689402,2100284,121592
Illinois,313,Textile mills,2013,780,29964,573,1072,18821,135074,225947,91088,5396
Illinois,3133,Textile and fabric finishing and fabric coating mills,2013,363,13110,225,447,7812,63786,112310,48621,3493
Illinois,314,Textile product mills,2013,2258,82681,1636,3021,44422,125418,273618,156299,4380
Illinois,3149,Other textile product mills,2013,1437,52090,1025,1899,27157,94021,189792,97997,2022
Illinois,315,Apparel manufacturing,2013,1847,54190,1435,2816,31809,71220,224011,152486,14122
Illinois,3152,Cut and sew apparel manufacturing,2013,1547,45336,1204,2353,26542,57485,195326,137842,13664
Illinois,316,Leather and allied product manufacturing,2013,967,30099,775,1596,18006,209898,323983,122113,4279
Illinois,3169,Other leather and allied product manufacturing,2013,553,14458,465,1028,9994,50931,82535,42815,1052
Illinois,321,Wood product manufacturing,2013,6770,240620,5333,10468,160974,783531,1453853,673971,47162
Illinois,3219,Other wood product manufacturing,2013,5141,172215,4170,8355,118162,500985,1008557,508524,40370
Illinois,322,Paper manufacturing,2013,16987,921709,13025,27698,584351,3612838,6769209,3175915,229849
Illinois,323,Printing and related support activities,2013,29148,1460896,20513,40392,849626,2371638,5790343,3423718,136792
Illinois,3231,Printing and related support activities,2013,29148,1460896,20513,40392,849626,2371638,5790343,3423718,136792
Illinois,324,Petroleum and coal products manufacturing,2013,4860,462770,3233,7248,268528,35405384,42566001,7143005,369362
Illinois,3241,Petroleum and coal products manufacturing,2013,4860,462770,3233,7248,268528,35405384,42566001,7143005,369362
Illinois,325,Chemical manufacturing,2013,46055,3747640,25375,51836,1413707,25057162,42038232,17249359,988733
Illinois,3251,Basic chemical manufacturing,2013,5813,434237,3647,8122,251232,12572589,15553700,3064705,275800
Illinois,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,3819,272107,2488,5365,150315,2587344,4061339,1509311,215150
Illinois,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2013,853,63405,447,943,23014,736054,1820469,1082818,24986
Illinois,3254,Pharmaceutical and medicine manufacturing,2013,19229,1953865,7939,15826,468026,3797331,10125182,6511221,310385
Illinois,3255,"Paint, coating, and adhesive manufacturing",2013,5020,307718,3363,6829,163614,2076333,3693466,1611054,34512
Illinois,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,7010,460279,4697,9154,230931,2058914,4613488,2524081,105878
Illinois,3259,Other chemical product and preparation manufacturing,2013,4311,256029,2795,5597,126575,1228597,2170587,946169,22022
Illinois,326,Plastics and rubber products manufacturing,2013,41336,1993127,30708,62237,1194277,7880790,14802198,6937074,434142
Illinois,3261,Plastics product manufacturing,2013,34106,1609074,25594,52082,946037,6287789,12005710,5745884,333717
Illinois,3262,Rubber product manufacturing,2013,7230,384053,5114,10155,248240,1593001,2796488,1191190,100425
Illinois,327,Nonmetallic mineral product manufacturing,2013,12755,708530,9329,18808,431745,2001583,4301653,2327801,229194
Illinois,3271,Clay product and refractory manufacturing,2013,783,40066,494,1089,21496,191174,290581,99526,1856
Illinois,3272,Glass and glass product manufacturing,2013,2009,117158,1607,3388,81185,315276,745072,438319,27340
Illinois,3273,Cement and concrete product manufacturing,2013,6146,304623,4770,9146,217450,872160,1853750,996967,157716
Illinois,3274,Lime and gypsum product manufacturing,2013,155,9429,115,246,6569,39504,72912,33422,2063
Illinois,3279,Other nonmetallic mineral product manufacturing,2013,3662,237254,2344,4939,105045,583470,1339337,759567,40219
Illinois,3312,Steel product manufacturing from purchased steel,2013,2876,175771,2194,4577,116410,1325597,1948819,612480,67705
Illinois,3313,Alumina and aluminum production and processing,2013,1883,74577,1358,2557,39402,761508,1105247,335046,14500
Illinois,3314,Nonferrous metal (except aluminum) production and processing,2013,3709,291720,2329,4570,117057,1911781,2667964,742861,41939
Illinois,3315,Foundries,2013,7111,326360,5625,12726,229544,769439,1508329,721959,67334
Illinois,332,Fabricated metal product manufacturing,2013,87946,4569308,65482,135958,2868573,10774761,22647830,11898024,961425
Illinois,3321,Forging and stamping,2013,9611,548377,7172,14715,330058,1469902,2826283,1347950,208730
Illinois,3322,Cutlery and handtool manufacturing,2013,2056,101922,1521,3099,62301,176619,444346,263337,15621
