place,id,sector,year,emp,ann_pay,prod_avg,prod_ann_h,prod_ann_w,mat_cost,ship_val,val_added,total_exp
New Jersey,326,Plastics and rubber products manufacturing,2013,15971,751078,11868,24331,425538,2347538,4470731,2150075,124742
New Jersey,3261,Plastics product manufacturing,2013,14052,659156,10390,21219,372467,2052433,3914552,1893279,118997
New Jersey,3262,Rubber product manufacturing,2013,1919,91922,1478,3113,53071,295104,556180,256796,5745
New Jersey,327,Nonmetallic mineral product manufacturing,2013,9344,485372,6848,14261,308279,1132687,2510176,1411029,122178
New Jersey,3272,Glass and glass product manufacturing,2013,4424,235036,3368,7164,154060,472388,1113657,673670,75547
New Jersey,3273,Cement and concrete product manufacturing,2013,3096,161867,2238,4806,102515,400984,873758,473429,35854
New Jersey,331,Primary metal manufacturing,2013,4481,263229,3530,7871,179772,1440691,2141114,696073,49891
New Jersey,3311,Iron and steel mills and ferroalloy manufacturing,2013,529,42351,459,1311,28359,337879,505892,163725,10686
New Jersey,3314,Nonferrous metal (except aluminum) production and processing,2013,1159,67296,877,1850,44996,610246,806766,193093,15436
New Jersey,3315,Foundries,2013,1613,85101,1282,2601,58450,169475,369706,205024,9623
New Jersey,332,Fabricated metal product manufacturing,2013,22287,1163683,15684,31980,668929,2014279,4691641,2684168,117601
New Jersey,3321,Forging and stamping,2013,1992,102436,1495,3009,62197,211218,443213,233669,14396
New Jersey,3322,Cutlery and handtool manufacturing,2013,538,24214,391,813,14038,32699,88569,56734,1193
New Jersey,3323,Architectural and structural metals manufacturing,2013,5573,279339,3720,7554,144963,661316,1244190,573993,20025
New Jersey,3324,"Boiler, tank, and shipping container manufacturing",2013,1191,71548,822,1778,39737,248927,398989,159283,10605
New Jersey,3328,"Coating, engraving, heat treating, and allied activities",2013,1636,72850,1284,2446,47030,55401,236320,180008,21331
New Jersey,3329,Other fabricated metal product manufacturing,2013,4213,240431,2846,5761,124639,358625,1078581,725228,21650
New Jersey,333,Machinery manufacturing,2013,14491,897182,8752,17637,407014,2109976,4348705,2253801,54562
New Jersey,3331,"Agriculture, construction, and mining machinery manufacturing",2013,263,12948,181,357,7150,43486,97516,54956,1844
New Jersey,3332,Industrial machinery manufacturing,2013,1549,106424,821,1707,41644,228216,452351,227505,5368
New Jersey,3333,Commercial and service industry machinery manufacturing,2013,1943,137035,956,1943,47590,289562,688096,403317,7698
New Jersey,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,2276,122314,1749,3370,76008,481267,763744,287419,4058
New Jersey,3335,Metalworking machinery manufacturing,2013,1616,91899,1124,2155,55522,107596,269825,163352,10014
New Jersey,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,1355,88867,733,1534,37578,211972,460023,241175,4896
New Jersey,3339,Other general purpose machinery manufacturing,2013,5488,337695,3187,6570,141520,747876,1617151,876077,20685
New Jersey,334,Computer and electronic product manufacturing,2013,22650,1799053,12151,23521,785126,2725318,7230749,4576573,149271
New Jersey,3341,Computer and peripheral equipment manufacturing,2013,392,29748,175,329,10439,104430,213824,103120,2638
New Jersey,3342,Communications equipment manufacturing,2013,2810,222517,1174,2303,60833,340497,851141,521927,22400
New Jersey,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",2013,14302,1234436,7642,15197,596089,1886915,5155659,3317930,68563
New Jersey,335,"Electrical equipment, appliance, and component manufacturing",2013,6661,371023,4110,8960,172114,1055778,2225111,1165949,36908
New Jersey,3351,Electric lighting equipment manufacturing,2013,1494,83259,920,1905,33736,227081,484634,260850,11781
New Jersey,3359,Other electrical equipment and component manufacturing,2013,2741,156625,1617,3752,74330,546351,1119279,565684,16352
New Jersey,336,Transportation equipment manufacturing,2013,3320,162405,2218,4367,96329,474993,898624,444852,21252
New Jersey,3366,Ship and boat building,2013,921,40398,693,1365,27388,84327,166406,82079,8498
New Jersey,3369,Other transportation equipment manufacturing,2013,22,972,9,15,496,5333,8080,2786,276
New Jersey,337,Furniture and related product manufacturing,2013,5535,251444,3720,7449,132200,409045,975632,570456,21165
New Jersey,3371,Household and institutional furniture and kitchen cabinet manufacturing,2013,1977,77814,1455,2918,50488,132751,303362,171957,4451
New Jersey,3379,Other furniture related product manufacturing,2013,868,30800,687,1238,19526,128604,259280,132063,3258
New Jersey,339,Miscellaneous manufacturing,2013,18018,1420793,9111,17743,399704,2133110,6039375,3988448,86360
New Jersey,3391,Medical equipment and supplies manufacturing,2013,12326,1133606,5632,10941,265047,1659123,4957195,3384581,68435
New Jersey,3399,Other miscellaneous manufacturing,2013,5692,287187,3479,6802,134657,473987,1082180,603867,17925
New Mexico,31-33,Manufacturing,2013,24862,1299334,16810,33789,751634,11306448,25169445,13789943,919505
New Mexico,311,Food manufacturing,2013,4297,166419,3386,6777,115002,2621552,3270355,656375,47388
New Mexico,3115,Dairy product manufacturing,2013,1495,72327,1261,2705,56336,1855535,2073478,227686,28380
New Mexico,3119,Other food manufacturing,2013,348,13175,236,536,5792,105828,169653,60305,3129
New Mexico,3273,Cement and concrete product manufacturing,2013,694,34356,554,1066,22719,104917,199295,99841,7056
New Mexico,331,Primary metal manufacturing,2013,481,22173,252,538,9030,251277,460021,212499,5226
New Mexico,3314,Nonferrous metal (except aluminum) production and processing,2013,270,10531,166,359,6343,179420,348814,169585,3915
New Mexico,332,Fabricated metal product manufacturing,2013,2534,115394,1857,3587,76985,199862,437112,233340,15207
New Mexico,3323,Architectural and structural metals manufacturing,2013,875,36599,596,1127,21973,85024,171219,81529,7420
New Mexico,3324,"Boiler, tank, and shipping container manufacturing",2013,440,24720,349,692,18304,41948,84111,44282,2809
New Mexico,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,846,37243,624,1229,25720,31014,100919,69857,2133
New Mexico,333,Machinery manufacturing,2013,1665,80837,1236,2452,53741,218403,406396,196103,16804
New Mexico,3333,Commercial and service industry machinery manufacturing,2013,237,14632,148,321,7011,15588,51881,34145,637
New Mexico,3339,Other general purpose machinery manufacturing,2013,257,13274,178,268,7199,33489,69293,35603,1738
New Mexico,339,Miscellaneous manufacturing,2013,1968,83376,1426,2751,52134,696249,902456,196395,9202
New Mexico,3391,Medical equipment and supplies manufacturing,2013,889,43970,719,1392,29881,627038,769772,147143,5734
New Mexico,3399,Other miscellaneous manufacturing,2013,1079,39406,707,1358,22253,69210,132683,49252,3468
New York,31-33,Manufacturing,2013,414091,22012935,277435,552147,11756446,72407273,144753702,72861000,9460908
New York,311,Food manufacturing,2013,44257,1826075,31724,61490,1133590,12299502,19312832,7093426,463526
New York,3111,Animal food manufacturing,2013,1319,72738,875,1813,46554,1033344,1604114,573466,29358
New York,3112,Grain and oilseed milling,2013,1037,67812,700,1610,43363,1198258,1743912,548208,38039
New York,3113,Sugar and confectionery product manufacturing,2013,2402,96628,1575,2804,51431,331159,788171,454565,31437
New York,3114,Fruit and vegetable preserving and specialty food manufacturing,2013,4393,183532,3380,7085,115941,1371079,2109271,797610,50804
New York,3115,Dairy product manufacturing,2013,8707,428613,6587,13402,285531,4741500,6325360,1615601,173255
New York,3116,Animal slaughtering and processing,2013,3924,144596,2952,5836,95596,968998,1444100,461960,16151
New York,3117,Seafood product preparation and packaging,2013,279,23000,191,430,7026,65730,120382,54409,2144
New York,3118,Bakeries and tortilla manufacturing,2013,15711,512316,10694,19314,324947,1190604,2657816,1468766,51795
New York,3119,Other food manufacturing,2013,6484,296839,4770,9196,163201,1398831,2519706,1118839,70543
New York,312,Beverage and tobacco product manufacturing,2013,6116,307825,3650,7316,173328,2049146,3884327,1841833,136191
New York,313,Textile mills,2013,2652,115033,1834,3902,55790,450049,804361,350648,16508
New York,3131,"Fiber, yarn, and thread mills",2013,46,1696,35,78,1237,10702,17523,6690,1058
New York,3132,Fabric mills,2013,1527,67974,1077,2368,32122,280557,494488,211031,12757
New York,3133,Textile and fabric finishing and fabric coating mills,2013,1079,45363,722,1456,22431,158790,292351,132927,2692
New York,314,Textile product mills,2013,4560,176279,3008,5441,84485,440559,813513,378349,14695
New York,3141,Textile furnishings mills,2013,1181,49707,801,1288,23935,119811,219042,102833,1808
New York,3149,Other textile product mills,2013,3379,126572,2207,4153,60550,320748,594470,275516,12886
New York,315,Apparel manufacturing,2013,10528,336422,8221,14562,203000,695998,1462076,747733,25028
New York,3151,Apparel knitting mills,2013,264,8710,209,452,6639,39268,54534,16574,1437
New York,3152,Cut and sew apparel manufacturing,2013,9078,288812,7012,12323,168585,601987,1251968,629619,22872
New York,3159,Apparel accessories and other apparel manufacturing,2013,1186,38900,1000,1786,27776,54743,155575,101540,719
New York,316,Leather and allied product manufacturing,2013,1525,52981,1120,2068,29859,112459,230280,117947,3554
New York,3161,Leather and hide tanning and finishing,2013,530,20388,392,702,12500,70991,130169,58914,1999
New York,3162,Footwear manufacturing,2013,185,6952,134,251,4169,11602,26122,13120,390
New York,321,Wood product manufacturing,2013,7817,291816,5932,11783,192107,806004,1441936,629599,39602
New York,3211,Sawmills and wood preservation,2013,1172,45956,898,1946,34522,186577,310036,115359,11004
New York,3219,Other wood product manufacturing,2013,6037,223220,4549,8902,143728,542332,1007831,466491,27284
New York,322,Paper manufacturing,2013,14369,816197,11251,23708,547147,3284855,6478926,3202287,205962
New York,3221,"Pulp, paper, and paperboard mills",2013,4179,288756,3279,7128,199728,1381999,2940312,1570230,91601
New York,3222,Converted paper product manufacturing,2013,10189,527441,7972,16580,347419,1902856,3538614,1632057,114361
New York,323,Printing and related support activities,2013,19652,975211,13070,27122,571833,1402577,3839124,2444491,99888
New York,3231,Printing and related support activities,2013,19652,975211,13070,27122,571833,1402577,3839124,2444491,99888
New York,324,Petroleum and coal products manufacturing,2013,1475,84155,1053,2086,54361,767511,1196541,432950,24420
New York,3241,Petroleum and coal products manufacturing,2013,1475,84155,1053,2086,54361,767511,1196541,432950,24420
New York,325,Chemical manufacturing,2013,38832,2467510,24840,46843,1210562,10124629,22862414,12755173,702983
New York,3251,Basic chemical manufacturing,2013,4741,354789,3012,6337,187632,1481580,3029460,1531836,111866
New York,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,1044,62330,787,1590,44944,299574,502659,210169,26240
New York,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2013,642,32616,496,1016,21796,273157,418759,129145,5300
New York,3254,Pharmaceutical and medicine manufacturing,2013,18348,1270016,11324,22056,538643,3677221,9587312,5927499,397332
New York,3255,"Paint, coating, and adhesive manufacturing",2013,1186,71807,742,1495,31843,328036,633051,307576,5107
New York,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,5392,276601,3523,6932,136697,1305476,4051347,2742575,92245
New York,3259,Other chemical product and preparation manufacturing,2013,7478,399351,4956,7417,249007,2759585,4639826,1906374,64893
